School_Name,Status of School,County,Lat,Lon,DevicesExpected,DevicesDelivered,DeliveredMonth,Power_Connection,Class one enrollment,,,,,,,,
CHEPTEBE PRIMARY SCHOOL,PUBLIC,BOMET,-0.734287,35.110946,12,10,FEBRUARY,KPLC,4497,,,,,,,,
MBACACA PRI,PUBLIC,THARAKA NITHI,-0.323682222,37.92617583,698,94,NOVEMBER,Solar,9070,,,,,,,,
RAKWARO PRI,PUBLIC,MIGORI,-0.35525,34.90659,125,80,JANUARY,KPLC,2465,,,,,,,,
MWATUNGO PRI SCH,PUBLIC,MACHAKOS,-1.06144,37.81845,140,122,NOVEMBER,NO,1277,,,,,,,,
RUKIRA PRI SCH,PUBLIC,MURANGA,-0.946448,37.067721,132,53,JANUARY,Solar,1717,,,,,,,,
KIMATUNI SA PRI,PUBLIC,BUNGOMA,0.513219,34.450129,490,331,NOVEMBER,KPLC,3737,,,,,,,,
MBUINI PRIMARY,PUBLIC,KITUI,-1.16507,37.94589,883,461,JULY,NO,4071,,,,,,,,
EMURUAILERAI PRI,PUBLIC,NAROK,-1.88027,35.78543,441,133,MAY,Solar,967,,,,,,,,
OREN PRIMARY,PUBLIC,KISUMU,-0.182738,35.016757,306,190,JULY,KPLC,2812,,,,,,,,
BUJWANGA PRI SCH,PUBLIC,BUSIA,0.224683,34.020217,289,118,SEPTEMBER,Solar,4621,,,,,,,,
ST. MICHAEL'S PRY SCH,PUBLIC,BOMET,-0.79134,35.33519,198,154,JULY,NO,4464,,,,,,,,
SHAURI MOYO PRI SCH,PUBLIC,KILIFI,-3.751104,39.825006,184,66,SEPTEMBER,NO,7464,,,,,,,,
NYABOKARANGE SPECIAL UNIT,PUBLIC,MIGORI,-1.170163,34.540677,72,61,JUNE,Solar,9046,,,,,,,,
BUKALAMA PRI,PUBLIC,BUSIA,0.451352733,34.18856165,692,146,MAY,NO,2949,,,,,,,,
GOT KOJOWI PRIMARY,PUBLIC,HOMA BAY,-0.7674,34.26761,410,199,MAY,NO,6984,,,,,,,,
MUSOMA R.C PRI SCH,PUBLIC,BUSIA,0.376356,34.24027,668,115,OCTOBER,NO,6198,,,,,,,,
MAHINGA PRI,PUBLIC,KIAMBU,-1.17073,36.65962,798,355,JANUARY,KPLC,4807,,,,,,,,
LUSHEYA PRI,PUBLIC,KAKAMEGA,0.22806282,34.41559593,223,84,JANUARY,Solar,7362,,,,,,,,
KAPSENGERE PRI,PUBLIC,NANDI,-0.010311,34.754691,532,121,SEPTEMBER,KPLC,2553,,,,,,,,
LUMINO SPECIAL UNIT,PUBLIC,KAKAMEGA,0.70705,35.15269,800,655,JULY,KPLC,3422,,,,,,,,
KIPKOROSIO PRI,PUBLIC,UASIN GISHU,0.035044,35.495987,706,215,OCTOBER,NO,5001,,,,,,,,
MBALAMBALA  PRIMARY,PUBLIC,TANA RIVER,-0.095137,39.042354,218,14,NOVEMBER,NO,7507,,,,,,,,
MAWERE PRI SCH,PUBLIC,SIAYA,-0.034323,34.342799,857,117,OCTOBER,Solar,9377,,,,,,,,
MANYANI PRIMARY,PUBLIC,TAITA TAVETA,-3.09125,38.48554,296,75,FEBRUARY,KPLC,6699,,,,,,,,
LOLMOLOK PRI,PUBLIC,SAMBURU,0.953908,36.605417,146,43,SEPTEMBER,NO,3613,,,,,,,,
KAPKIGORO PRI SCH,PUBLIC,KERICHO,-0.26875,35.12047,811,277,APRIL,Solar,320,,,,,,,,
ST. MARY'S PRI SCH,PUBLIC,MOMBASA,-0.15335,34.19735,43,40,OCTOBER,KPLC,5422,,,,,,,,
MALATANI PRI,PUBLIC,MACHAKOS,-1.41444,37.654689,312,271,JUNE,KPLC,1477,,,,,,,,
ENKASITI PRI SCH,PUBLIC,KAJIADO,-1.5589,36.91487,507,262,JUNE,KPLC,1293,,,,,,,,
NGUNGA LOW COST BOARDING PRI,PUBLIC,THARAKA NITHI,-0.422186,37.813758,856,266,MARCH,KPLC,2659,,,,,,,,
CHEBUKON PRIMARY,PUBLIC,BOMET,-0.759241,35.075555,238,81,APRIL,KPLC,1404,,,,,,,,
CHEBUKWA PRI SCH,PUBLIC,BUNGOMA,0.62841,34.5777,140,76,JULY,Solar,9444,,,,,,,,
PAP ALARA PRY SCH,PUBLIC,HOMA BAY,-0.538262,34.625329,901,98,AUGUST,NO,3293,,,,,,,,
GATATHA PRI SCH,PUBLIC,KIAMBU,-1.12716,36.75602,580,41,JANUARY,KPLC,500,,,,,,,,
ZIWA LA NG'OMBE PRI SCH,PUBLIC,MOMBASA,-4.02374,39.69914,105,2,OCTOBER,Solar,1910,,,,,,,,
MAKULI PRI,PUBLIC,MAKUENI,-1.80102,37.49325,958,518,NOVEMBER,KPLC,48,,,,,,,,
ONENO PRY SCH,PUBLIC,HOMA BAY,-0.557129,34.542065,574,371,OCTOBER,NO,5264,,,,,,,,
SHIROTSA PRI,PUBLIC,KAKAMEGA,0.139813144,34.53057035,223,166,MAY,NO,2752,,,,,,,,
GIDEON MOSI PRIMARY,PUBLIC,TAITA TAVETA,-3.54604,38.59406,763,28,FEBRUARY,NO,7624,,,,,,,,
MAJENGO PRY SCH,PUBLIC,MOMBASA,-4.04914,39.65614,882,363,MARCH,Solar,8775,,,,,,,,
OLDERKESI PRI,PUBLIC,NAROK,-1.70718,35.56328,872,364,MARCH,KPLC,8055,,,,,,,,
RIKIAU PRY SCH,PUBLIC,MERU,0.332139722,37.82209306,351,59,JUNE,NO,9189,,,,,,,,
AGAPE PRI SCH,PUBLIC,BUNGOMA,0.62687,34.80091,335,157,NOVEMBER,Solar,373,,,,,,,,
TATU PRI SCH,PUBLIC,KIAMBU,-1.154436,36.902861,721,384,JANUARY,Solar,6073,,,,,,,,
KAMBOO PRY,PUBLIC,MAKUENI,-2.19584,37.90129,500,88,APRIL,NO,5668,,,,,,,,
KANZALU SA PRI SCH,PUBLIC,MACHAKOS,-1.23466,37.36618,19,19,MARCH,Solar,1645,,,,,,,,
NCHURRA ESHUMATA PRI SCH,PUBLIC,NAROK,-0.939924,35.792163,868,852,SEPTEMBER,NO,4500,,,,,,,,
SEBIT PRI SCH,PUBLIC,WEST POKOT,1.393641,35.342319,203,185,MARCH,Solar,7812,,,,,,,,
KASINGA PRI,PUBLIC,HOMA BAY,-0.594465,34.223038,763,13,AUGUST,Solar,3325,,,,,,,,
NYAMBASO SDA PR,PUBLIC,NYAMIRA,-0.646785,34.843917,705,55,MAY,NO,6420,,,,,,,,
LIMURU MISSION PRI,PUBLIC,KIAMBU,-1.11972,36.65125,161,156,AUGUST,Solar,8229,,,,,,,,
KATINE HGM PRIMARY,PUBLIC,MACHAKOS,-1.2859,37.32066,387,173,MARCH,KPLC,9175,,,,,,,,
AMBIRA PRIMARY,PUBLIC,SIAYA,0.179939,34.270241,723,9,FEBRUARY,KPLC,620,,,,,,,,
JOSA PRIMARY,PUBLIC,TAITA TAVETA,-3.43097,38.35911,188,19,AUGUST,Solar,7655,,,,,,,,
SA MWANYANI PRI,PUBLIC,THARAKA NITHI,-0.025110277,37.92863389,285,128,MAY,NO,8050,,,,,,,,
BARAKI PRI SCH,PUBLIC,GARISSA,0.66391,39.57958,448,225,APRIL,NO,3125,,,,,,,,
NYARONGE PRI,PUBLIC,KISII,-0.8838,34.834002,242,226,FEBRUARY,NO,3234,,,,,,,,
NGOKOLANI PRY,PUBLIC,MAKUENI,-2.45681,38.0312,869,58,MAY,Solar,5723,,,,,,,,
NGODHE SDA PRI,PUBLIC,HOMA BAY,-0.347826,34.189372,838,377,APRIL,Solar,9953,,,,,,,,
KIPSEGI PRI SCH,PUBLIC,KERICHO,-0.198131,35.418019,753,370,AUGUST,KPLC,664,,,,,,,,
KALII PRY,PUBLIC,MAKUENI,-2.1277,37.76805,538,245,MARCH,NO,3851,,,,,,,,
ENDONYO NARASHA PRI,PUBLIC,NAROK,-1.25015,35.49632,434,331,OCTOBER,Solar,567,,,,,,,,
MARIKANO PRI SCH,PUBLIC,KILIFI,-3.14281,39.82192,146,84,MARCH,KPLC,2213,,,,,,,,
MULILI PRY,PUBLIC,MAKUENI,-2.22865,37.82181,461,219,OCTOBER,Solar,3870,,,,,,,,
CHEBEREN PRIMARY,PUBLIC,ELEGEYO MARAKWET,0.55729,35.48449,473,265,JUNE,KPLC,6653,,,,,,,,
SUGUTEK PRI SCH,PUBLIC,BOMET,-0.14351,35.5066,212,6,APRIL,NO,448,,,,,,,,
KITHIANIONI PRIMARY,PUBLIC,MACHAKOS,-1.2143,37.468336,445,64,APRIL,KPLC,5187,,,,,,,,
EBBITSI PRIMARY,PUBLIC,VIHIGA,0.098082,34.663433,518,344,AUGUST,KPLC,7317,,,,,,,,
ESIBUYE PRIMARY,PUBLIC,VIHIGA,0.087574,34.638553,363,194,FEBRUARY,Solar,5867,,,,,,,,
KOKOTH PRI SCH,PUBLIC,HOMA BAY,-0.35254,34.53627,109,104,NOVEMBER,Solar,8223,,,,,,,,
ST PAUL KANYAKWAR PRY SCH,PUBLIC,KISUMU,-0.05751,34.77283,544,237,FEBRUARY,KPLC,6243,,,,,,,,
NAMUSHIYA PRY,PUBLIC,KAKAMEGA,0.515778,34.77736,325,103,JANUARY,KPLC,3247,,,,,,,,
KANDUBAI PRY SCH,PUBLIC,MERU,0.307316944,37.8504194,430,217,JUNE,NO,7383,,,,,,,,
KAPCHOLOI PRI,PUBLIC,BARINGO,0.09255,35.68682,966,26,JULY,NO,7888,,,,,,,,
USENGYO PRIMARY,PUBLIC,KITUI,-1.40676,37.85094,15,10,AUGUST,KPLC,9277,,,,,,,,
IGULA DEB PRI SCH,PUBLIC,BUSIA,0.321111,34.237801,35,10,JANUARY,Solar,9938,,,,,,,,
BORUMA DOK PRI,PUBLIC,KISII,-0.761556,34.852815,876,531,SEPTEMBER,Solar,8771,,,,,,,,
MABUURUA PRI,PUBLIC,MERU,0.267085,37.750503,667,86,OCTOBER,Solar,1018,,,,,,,,
KIBORI PRIMARY SCHOOL,PUBLIC,BOMET,-0.70503,35.125384,867,137,JULY,Solar,9970,,,,,,,,
MAKONGO H G M PRI,PUBLIC,MAKUENI,-1.73661,37.43429,424,85,NOVEMBER,Solar,4911,,,,,,,,
CCM ONTULILI PRI. SCH.,PUBLIC,MERU,0.032812,37.139708,449,138,FEBRUARY,Solar,1432,,,,,,,,
KIAHUKO PRI,PUBLIC,NYERI,-0.194976944,36.8323375,3,3,MARCH,NO,118,,,,,,,,
KABILO PRI,PUBLIC,NANDI,0.26977,35.12592,986,886,JANUARY,Solar,3293,,,,,,,,
LWALA GIRIBE PRY SCH,PUBLIC,MIGORI,-1.08878,34.27762,675,535,JANUARY,Solar,2540,,,,,,,,
ST. ODA SCHOOL FOR THE BLIND PRIMARY,PUBLIC,SIAYA,-0.00709,34.46407,152,124,APRIL,Solar,8240,,,,,,,,
MANDERA ARID ZONE SPECIAL UNIT,PUBLIC,MANDERA,3.94315,41.85871,122,11,APRIL,KPLC,5262,,,,,,,,
BOIN PRI,PUBLIC,BARINGO,0.64581,35.81258,167,50,MAY,Solar,5214,,,,,,,,
KAATHI PRIMARY,PUBLIC,MACHAKOS,-1.567582,37.291418,800,3,MARCH,Solar,400,,,,,,,,
ESITETI PRI SCH,PUBLIC,KAJIADO,-2.715196,37.154884,592,305,MAY,NO,3133,,,,,,,,
WANG'BITH PRIMARY,PUBLIC,SIAYA,-0.032632,34.378628,111,68,JANUARY,Solar,1379,,,,,,,,
MATANGINI PRIMARY SCHOOL,PUBLIC,MACHAKOS,-1.037954,37.435034,125,43,SEPTEMBER,KPLC,3830,,,,,,,,
NGATU PRI SCH,PUBLIC,KAJIADO,-2.01861,37.08165,737,106,JULY,KPLC,5531,,,,,,,,
MAZOLA PRY SCH,PUBLIC,KWALE,-4.070565,39.319165,400,266,APRIL,KPLC,5485,,,,,,,,
PCEA NDERI PRIMARY,PUBLIC,KIAMBU,-1.21623,36.65029,699,696,JANUARY,Solar,7322,,,,,,,,
KIBOYBEI PRI SCH,PUBLIC,KERICHO,-0.29078,35.21232,297,229,SEPTEMBER,KPLC,9426,,,,,,,,
OUR LADY OF ASSUMPTION KATHANGARI PRI SCH,PUBLIC,EMBU,-0.481467,37.444591,657,587,AUGUST,Solar,7040,,,,,,,,
NGULUNI PRY,PUBLIC,MAKUENI,-1.75656,37.30805,524,26,MAY,KPLC,9141,,,,,,,,
NKOMARU PRI,PUBLIC,THARAKA NITHI,-0.212070833,38.01097694,151,70,MARCH,KPLC,9221,,,,,,,,
THOME PRIMARY,PUBLIC,KITUI,-1.39661,37.85076,870,703,MARCH,NO,6510,,,,,,,,
NATEKA RC PRI,PUBLIC,BUNGOMA,0.538294,34.497217,753,106,APRIL,Solar,5327,,,,,,,,
NGAAKANI PRIMARY,PUBLIC,KITUI,-1.46078,37.81277,637,151,APRIL,Solar,6074,,,,,,,,
OLOIRIMIRIMI PRI,PUBLIC,KAJIADO,-2.33077,36.54965,95,30,OCTOBER,Solar,4138,,,,,,,,
MAGUTI PRY SCH,PUBLIC,HOMA BAY,-0.580033,34.459221,316,163,MAY,Solar,7978,,,,,,,,
NYAMBARIA PRI,PUBLIC,NYAMIRA,-0.662982,34.907113,601,420,SEPTEMBER,NO,6083,,,,,,,,
SHIRUGU PRI SCH,PUBLIC,KAKAMEGA,0.464952,34.788391,89,24,MARCH,Solar,3214,,,,,,,,
SESIA PRIMARY,PUBLIC,ELEGEYO MARAKWET,0.34603,35.6341,47,24,MARCH,Solar,514,,,,,,,,
KAHIGU PRIMARY,PUBLIC,NYANDARUA,-0.235799,36.304977,111,29,MARCH,NO,5098,,,,,,,,
MADAMANI PRI SCH,PUBLIC,KILIFI,-3.393771,39.748439,278,9,MAY,KPLC,85,,,,,,,,
KAMALE PRI SCH,PUBLIC,KILIFI,-2.7673,39.99368,257,60,NOVEMBER,KPLC,1768,,,,,,,,
TARAGWITI PRY,PUBLIC,MIGORI,-1.228849,34.508393,809,37,JUNE,Solar,4400,,,,,,,,
KEIGAMERE PRI,PUBLIC,KISII,-0.803783,34.816725,898,73,MAY,KPLC,3079,,,,,,,,
OLTEYANI PRI SCH,PUBLIC,KAJIADO,-1.432859,36.661904,44,10,MARCH,KPLC,4811,,,,,,,,
WAMBOO PRI SCH,PUBLIC,MACHAKOS,-0.93939,37.52263,729,417,SEPTEMBER,KPLC,3932,,,,,,,,
LELWAK PRI,PUBLIC,NANDI,0.18222,35.241889,895,468,AUGUST,Solar,507,,,,,,,,
KEA SDA PR,PUBLIC,NYAMIRA,-0.498437,34.988126,383,208,MARCH,Solar,1011,,,,,,,,
KANGONDI PRIMARY,PUBLIC,KITUI,-1.17638,38.01632,81,20,JANUARY,NO,4065,,,,,,,,
OMBUJO PRI SCH,PUBLIC,HOMA BAY,-0.44377,34.54037,835,563,AUGUST,Solar,2586,,,,,,,,
KAPKORREN PRI,PUBLIC,UASIN GISHU,0.850077,35.166361,812,105,JUNE,Solar,9914,,,,,,,,
MUSAALANI PRI,PUBLIC,MACHAKOS,-1.30924,37.46029,607,515,APRIL,NO,5513,,,,,,,,
MUMIAS TOWNSHIP PRI,PUBLIC,KAKAMEGA,0.340070277,34.48328158,361,79,AUGUST,Solar,6594,,,,,,,,
NDHOLE PRI SCH,PUBLIC,HOMA BAY,-0.39032,34.54178,251,231,FEBRUARY,NO,8355,,,,,,,,
MENGO PRIMARY,PUBLIC,TAITA TAVETA,-3.43967,38.46228,123,107,JANUARY,KPLC,588,,,,,,,,
SYOMUNYU PRIMARY,PUBLIC,KITUI,-1.66843,37.83114,185,35,NOVEMBER,KPLC,6419,,,,,,,,
NASAKA RC PRI SCH,PUBLIC,BUNGOMA,0.63992,34.65807,358,309,SEPTEMBER,Solar,3091,,,,,,,,
KIONGONGI DOK PRI,PUBLIC,KISII,-0.771557,34.794304,371,40,MAY,Solar,7941,,,,,,,,
NGUKUNI PRI SCH,PUBLIC,MAKUENI,-1.85283,37.52793,57,47,MAY,KPLC,3681,,,,,,,,
RIRUTA HGM PRI SCH SPECIAL),PUBLIC,NAIROBI,-1.278261,36.737366,236,83,SEPTEMBER,Solar,8454,,,,,,,,
KILONGONI PRY,PUBLIC,MAKUENI,-2.28351,37.90232,996,927,MARCH,NO,892,,,,,,,,
MESILYA PRI SCH,PUBLIC,KITUI,-1.73378,38.11249,176,87,OCTOBER,Solar,1767,,,,,,,,
GATINA PRI SCH,PUBLIC,NAIROBI,-1.275062,36.75139,263,27,APRIL,NO,7896,,,,,,,,
MITHIKWANI PRIMARY,PUBLIC,KITUI,-1.25875,37.79659,206,159,MAY,KPLC,3880,,,,,,,,
NYAMANCHE PRY,PUBLIC,MIGORI,-1.252357,34.63541,366,42,OCTOBER,KPLC,1812,,,,,,,,
NDOME PRIMARY,PUBLIC,TAITA TAVETA,-3.30033,38.47812,292,57,MARCH,KPLC,4320,,,,,,,,
MUTULU PRI SCH,PUBLIC,KITUI,-2.11758,38.19884,24,16,JUNE,NO,1749,,,,,,,,
BORUYO PRIMARY,PUBLIC,BARINGO,0.847753,35.82143,507,444,NOVEMBER,Solar,5490,,,,,,,,
NCHAISHI PRI,PUBLIC,NAROK,-1.359257,35.776388,484,356,SEPTEMBER,NO,5912,,,,,,,,
KINYAKIIRU PRI,PUBLIC,KIRINYAGA,-0.591012,37.213125,222,54,JULY,NO,6451,,,,,,,,
LAILA PRI,PUBLIC,NAROK,-1.04101,35.35501,149,117,OCTOBER,KPLC,5086,,,,,,,,
MANYONYI PRI,PUBLIC,KAKAMEGA,0.68292,34.94803,536,77,AUGUST,Solar,1664,,,,,,,,
KOGA PRY SCH,PUBLIC,HOMA BAY,-0.521093,34.627771,814,226,OCTOBER,Solar,4327,,,,,,,,
KIPTALDAL PRI SCH,PUBLIC,KERICHO,-0.34155,35.1728,795,68,APRIL,KPLC,6356,,,,,,,,
NYAMIOBO DOK PRI,PUBLIC,KISII,-0.650764,34.67002,715,469,JUNE,NO,6115,,,,,,,,
NDUGA PRI SCH,PUBLIC,HOMA BAY,-0.4435,34.51194,488,71,APRIL,Solar,8693,,,,,,,,
KAIRUNGU PRI,PUBLIC,KITUI,-0.556329,37.214506,430,231,JULY,Solar,8333,,,,,,,,
MATUNWA DEB PRI,PUBLIC,KISII,-0.76036,34.80091,339,127,FEBRUARY,KPLC,5614,,,,,,,,
SINNA PRI SCH,PUBLIC,WEST POKOT,1.26725,35.3578,976,805,FEBRUARY,Solar,5656,,,,,,,,
MIKOKWE ACK PRI,PUBLIC,BUNGOMA,0.544271,34.393161,151,25,SEPTEMBER,NO,5915,,,,,,,,
MATUNDU PRIMARY,PUBLIC,KITUI,-1.62346,38.43866,12,12,NOVEMBER,Solar,3674,,,,,,,,
RAICHIRI PRI,PUBLIC,NYANDARUA,0.101088333,36.45751889,805,35,NOVEMBER,KPLC,157,,,,,,,,
MALABA TOWNSHIP S.U,PUBLIC,BUSIA,0.63984,34.28471,282,225,OCTOBER,Solar,1921,,,,,,,,
GITHENDU PRI SCH,PUBLIC,MURANGA,-0.668122222,37.01743778,312,32,APRIL,NO,7832,,,,,,,,
INYALI PRY SCH,PUBLIC,VIHIGA,0.087708,34.757225,533,261,SEPTEMBER,Solar,6751,,,,,,,,
K.K NKENGECIA PRY,PUBLIC,MERU,0.318640277,37.60280389,880,275,MAY,NO,1206,,,,,,,,
KYUMBUNI PRIMARY,PUBLIC,MACHAKOS,-1.17398,37.26424,279,261,FEBRUARY,Solar,7369,,,,,,,,
IHIGAINI PRI,PUBLIC,NYERI,-0.065931388,36.55129222,175,81,AUGUST,Solar,3612,,,,,,,,
KARATINA PRI SCH,PUBLIC,KIAMBU,-0.9992,36.7643,702,477,MARCH,NO,9620,,,,,,,,
NDURU PRIMARY,PUBLIC,SIAYA,0.014213,34.359864,91,84,JUNE,NO,7303,,,,,,,,
WANYAMA SPECIAL UNIT,PUBLIC,HOMA BAY,-0.384169,34.17763,122,87,MARCH,KPLC,5294,,,,,,,,
KAKONGO PRIMARY,PUBLIC,MACHAKOS,-0.997754,37.540156,760,326,JUNE,NO,9527,,,,,,,,
AMUMA PRIMARY SCH,PUBLIC,GARISSA,-0.34006,40.91441,487,274,APRIL,NO,7864,,,,,,,,
NZILANI PRI SCH,PUBLIC,KITUI,-1.48032,38.18672,348,264,MARCH,Solar,249,,,,,,,,
NAIKARRA ELERAI PRI,PUBLIC,NAROK,-1.63132,35.62099,684,40,NOVEMBER,NO,9948,,,,,,,,
MALOOI PRI SCH,PUBLIC,MAKUENI,-1.84393,37.5309,97,20,SEPTEMBER,NO,2199,,,,,,,,
INKINYIE PRI SCH,PUBLIC,KAJIADO,-1.850321,36.882574,666,192,AUGUST,Solar,9750,,,,,,,,
ATELA PRI SCH,PUBLIC,HOMA BAY,-0.41205,35.00606,105,67,JUNE,Solar,8626,,,,,,,,
IBACHO DEB PRIMARY,PUBLIC,KISII,-0.808134,34.905982,345,112,SEPTEMBER,Solar,1540,,,,,,,,
MUHITO PRI,PUBLIC,NYERI,-0.552658,37.055401,884,765,SEPTEMBER,KPLC,5135,,,,,,,,
NAKEEL PRI SCH,PUBLIC,KAJIADO,-1.385429,36.746618,770,311,NOVEMBER,Solar,8801,,,,,,,,
KASOK PRI,PUBLIC,BARINGO,0.72631,35.81407,404,213,JUNE,Solar,311,,,,,,,,
KAPLOLON PRI,PUBLIC,NANDI,0.01734,35.261587,932,416,MARCH,NO,969,,,,,,,,
NANGANDA PRY,PUBLIC,KAKAMEGA,0.401729,34.622962,73,49,OCTOBER,Solar,4708,,,,,,,,
KUMBI PRIMARY,PUBLIC,TANA RIVER,-1.2536,39.96979,278,20,AUGUST,KPLC,2108,,,,,,,,
ICHUNI SDA PRI,PUBLIC,KISII,-0.813422,34.66279,99,59,MAY,NO,1822,,,,,,,,
GIKURE PRI SCH,PUBLIC,KIAMBU,-0.96667,36.84218,936,927,NOVEMBER,NO,2344,,,,,,,,
ST. PATRICK'S OBANGE PRI,PUBLIC,KISUMU,-0.299863,34.786314,570,455,NOVEMBER,NO,4849,,,,,,,,
CCM UCHERU PRI SCH,PUBLIC,MERU,-0.017902222,37.79853722,671,388,JUNE,Solar,9465,,,,,,,,
GESENENO PRI,PUBLIC,NYAMIRA,-0.580728,34.929772,394,358,JANUARY,KPLC,8657,,,,,,,,
KABULWO PRIMARY SCH,PUBLIC,ELEGEYO MARAKWET,0.79186,35.58903,593,570,JUNE,KPLC,3073,,,,,,,,
NYANDUNDO PRIMARY,PUBLIC,NYANDARUA,-0.141725,36.236575,618,460,MAY,Solar,9946,,,,,,,,
MBAJONE PRI SCH,PUBLIC,MERU,0.004781111,37.7916875,155,62,AUGUST,NO,7499,,,,,,,,
YAMALWA PRI SCH,PUBLIC,MACHAKOS,-1.50569,37.63125,870,295,JUNE,NO,6511,,,,,,,,
ACK SIRWO PRI,PUBLIC,NANDI,0.39764,35.11512,35,10,JUNE,NO,5670,,,,,,,,
MIDIDA PRI,PUBLIC,MIGORI,-0.92854,34.37045,604,37,JULY,NO,1005,,,,,,,,
KAMUTI PRI SCH,PUBLIC,KITUI,-1.51412,37.95802,972,418,JANUARY,NO,3001,,,,,,,,
MUTARAKWA PRY SCH,PUBLIC,LAIKIPIA,0.496577,36.49337,638,320,JANUARY,KPLC,1036,,,,,,,,
MAROON PRI SCH,PUBLIC,ELEGEYO MARAKWET,1.23526,35.57956,284,39,FEBRUARY,NO,7247,,,,,,,,
KORKORA PRIMARY,PUBLIC,TANA RIVER,-0.60585,39.7771,729,396,OCTOBER,Solar,6068,,,,,,,,
NGAREMARE PRY SCH,PUBLIC,LAIKIPIA,0.361206,36.509361,209,36,APRIL,NO,2034,,,,,,,,
KAWINO PRI SCH,PUBLIC,SIAYA,-0.18566,34.28382,620,487,AUGUST,NO,9065,,,,,,,,
ST. MARY MAYENYA PRY,PUBLIC,KISUMU,-0.100284,34.842098,326,3,FEBRUARY,Solar,151,,,,,,,,
SIANGWE RC PRI SCH,PUBLIC,BUNGOMA,0.51863,34.60701,349,218,AUGUST,KPLC,7255,,,,,,,,
NYAMBU PRIMARY,PUBLIC,TAITA TAVETA,-3.38415,38.36113,183,93,NOVEMBER,NO,2312,,,,,,,,
OTOTO PRY SCH,PUBLIC,HOMA BAY,-0.818304,34.431909,590,73,JULY,NO,7022,,,,,,,,
MATAGALA  PRIMARY,PUBLIC,TANA RIVER,-0.924463,39.838907,522,501,NOVEMBER,KPLC,102,,,,,,,,
SEKA DOK PRI SCH,PUBLIC,HOMA BAY,-0.35491,34.68375,809,164,OCTOBER,KPLC,735,,,,,,,,
NDITHINI PRI SCH,PUBLIC,KITUI,-1.2479,38.10661,391,347,OCTOBER,Solar,3963,,,,,,,,
ADUONG' MUNGE PRI SCH,PUBLIC,KISUMU,-0.10684,34.43787,668,262,OCTOBER,KPLC,4804,,,,,,,,
KAKULULO PRIMARY,PUBLIC,KITUI,-1.06853,37.87315,676,397,JUNE,KPLC,8908,,,,,,,,
MUHAKA PRI,PUBLIC,KAKAMEGA,0.134210709,34.48139369,600,434,APRIL,NO,8406,,,,,,,,
SARIF PRI SCH,PUBLIC,WAJIR,0.59446,40.60126,589,12,JUNE,KPLC,1731,,,,,,,,
NEW EASTLEIGH PRI SCH,PUBLIC,NAIROBI,-1.272823,36.846411,615,393,MARCH,Solar,815,,,,,,,,
MUCIBAU PRI,PUBLIC,NYANDARUA,-0.725664166,36.63558,979,841,APRIL,KPLC,7303,,,,,,,,
RHINO PRI SCH,PUBLIC,NAKURU,-0.409147,36.151214,685,608,MAY,KPLC,169,,,,,,,,
KAPSOO PRI SCH,PUBLIC,WEST POKOT,1.586062,35.376127,218,33,MAY,KPLC,7928,,,,,,,,
BODO PRY,PUBLIC,KWALE,-4.546087,39.409638,980,95,APRIL,NO,5929,,,,,,,,
RIABIGUTU PAG PRIMARY SCH,PUBLIC,KISII,-0.869006,34.942103,821,724,JUNE,Solar,529,,,,,,,,
MUBWAYO PRI,PUBLIC,BUSIA,0.085768552,34.04667134,614,331,OCTOBER,NO,3007,,,,,,,,
MISUUNI PRI SCH,PUBLIC,MACHAKOS,-0.99684,37.43506,149,109,JUNE,Solar,7713,,,,,,,,
KAPRECH PRI SCH,PUBLIC,WEST POKOT,1.21265,35.17207,833,129,MAY,NO,1194,,,,,,,,
AKOKO PRI SCH,PUBLIC,SIAYA,-0.134521,34.229989,614,485,MAY,NO,314,,,,,,,,
NDHURU PRI,PUBLIC,HOMA BAY,-0.509103,34.41452,768,657,MARCH,KPLC,4131,,,,,,,,
NAMAKHELE RC PRI SCH,PUBLIC,BUNGOMA,0.67799,34.59262,919,799,NOVEMBER,Solar,4344,,,,,,,,
GIAKAIBEI PRI,PUBLIC,NYERI,-0.412713,37.160469,441,200,OCTOBER,KPLC,594,,,,,,,,
KUNYA PRI SCH,PUBLIC,HOMA BAY,-0.41787,34.62397,421,314,AUGUST,KPLC,3277,,,,,,,,
CHITAGO PRIMARY,PUBLIC,KISII,-0.800594,34.930713,450,97,MAY,Solar,781,,,,,,,,
GITOMBO PRIMARY,PUBLIC,KIAMBU,-1.04822,36.82899,62,39,JULY,KPLC,7607,,,,,,,,
KANGOCHO PRI,PUBLIC,NYERI,-0.504979,37.163401,651,114,NOVEMBER,Solar,6153,,,,,,,,
NKANGANI PRI,PUBLIC,THARAKA NITHI,-0.253579,37.700938,922,867,MARCH,Solar,8721,,,,,,,,
KIBIAS PRI SCH,PUBLIC,BARINGO,0.11157,35.77853,647,275,MAY,KPLC,336,,,,,,,,
SESOI PRI SCH,PUBLIC,BARINGO,0.63204,35.84404,693,128,NOVEMBER,NO,3473,,,,,,,,
MUANGINI PRI,PUBLIC,MAKUENI,-1.886,37.41019,182,88,JUNE,NO,6653,,,,,,,,
IMARORO PRI SCH,PUBLIC,KAJIADO,-1.94292,37.09196,556,149,JULY,KPLC,6286,,,,,,,,
